RowId,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN,Hour,DayOfWeek,Month,Is_Weekend,Is_Rush_Hour
217,None_Existent,42.5,0.0,85.9,DARK,11.0,1021.0,100.0,1.0,céu pouco nublado,sem chuva,5,4,9,0,0
218,None_Existent,38.1,6.6,75.3,DARK,9.0,1025.0,87.0,1.0,nuvens quebrados,sem chuva,1,0,1,0,0
219,High,36.3,60.8,94.0,LIGHT,22.0,1015.0,100.0,6.0,sem observação,sem chuva,11,3,7,0,0
220,High,40.3,65.4,89.3,LIGHT,21.0,1018.0,82.0,6.0,sem observação,sem chuva,18,2,8,0,1
221,Low,40.0,7.1,88.8,DARK,21.0,1011.0,77.0,2.0,sem observação,chuva moderada,20,0,8,0,0
222,None_Existent,40.9,0.0,87.0,LIGHT,16.0,1020.0,100.0,1.0,sem observação,sem chuva,8,6,9,1,1
223,None_Existent,38.9,1.0,70.4,DARK,11.0,1013.0,87.0,1.0,céu limpo,sem chuva,3,6,3,1,0
224,None_Existent,47.0,0.0,71.4,DARK,6.0,1016.0,93.0,3.0,nuvens dispersas,sem chuva,6,5,1,1,0
225,Low,37.3,18.8,90.9,LIGHT,12.0,1011.0,100.0,2.0,sem observação,chuva fraca,13,5,1,1,0
226,None_Existent,45.8,0.0,84.7,DARK,16.0,1012.0,100.0,1.0,sem observação,sem chuva,1,1,10,0,0
227,Very_High,38.4,140.7,82.9,LIGHT,22.0,1017.0,88.0,1.0,céu pouco nublado,sem chuva,17,0,9,0,1
228,High,34.1,128.9,92.7,LIGHT,19.0,1015.0,72.0,3.0,céu claro,sem chuva,16,4,10,0,0
229,High,35.4,165.0,93.0,LIGHT,18.0,1020.0,51.0,2.0,céu claro,sem chuva,17,5,2,1,1
230,None_Existent,45.9,2.0,86.5,LIGHT,19.0,1018.0,93.0,1.0,nuvens quebrados,sem chuva,6,1,7,0,0
231,Medium,42.8,25.7,75.6,LIGHT,15.0,1025.0,63.0,2.0,céu claro,sem chuva,11,1,11,0,0
232,None_Existent,43.9,6.1,81.1,DARK,13.0,1021.0,93.0,0.0,nuvens quebrados,sem chuva,20,5,11,1,0
233,High,32.4,47.2,84.0,LIGHT,18.0,1014.0,93.0,2.0,nuvens quebradas,sem chuva,17,6,4,1,1
234,Medium,37.7,29.3,89.0,LIGHT,22.0,1017.0,78.0,2.0,céu pouco nublado,sem chuva,11,5,8,1,0
235,None_Existent,47.2,0.0,78.9,DARK,13.0,1016.0,93.0,0.0,algumas nuvens,sem chuva,2,5,10,1,0
236,None_Existent,38.4,0.0,83.9,LIGHT,24.0,1018.0,31.0,3.0,céu claro,sem chuva,9,6,8,1,1
237,None_Existent,47.5,0.0,86.1,DARK,15.0,1018.0,93.0,2.0,nuvens quebrados,sem chuva,5,6,7,1,0
238,Medium,34.4,36.5,78.5,LIGHT,14.0,1017.0,71.0,6.0,nuvens dispersas,sem chuva,10,4,5,0,0
239,High,36.2,69.6,87.2,LIGHT,23.0,1018.0,78.0,3.0,nuvens quebradas,sem chuva,15,2,8,0,0
240,High,43.3,27.9,68.9,LIGHT,13.0,1009.0,76.0,5.0,sem observação,chuva,16,2,11,0,0
241,Medium,39.6,36.0,87.8,LIGHT,20.0,1015.0,64.0,3.0,céu claro,sem chuva,11,4,10,0,0
242,None_Existent,41.9,0.0,68.4,DARK,15.0,1013.0,100.0,0.0,sem observação,chuva fraca,5,0,6,0,0
243,Medium,40.1,21.9,84.1,DARK,12.0,1019.0,81.0,5.0,algumas nuvens,sem chuva,19,0,2,0,1
244,None_Existent,48.8,2.7,82.7,DARK,8.0,1026.0,93.0,3.0,sem observação,sem chuva,3,3,2,0,0
245,None_Existent,38.5,2.5,91.5,DARK,13.0,1020.0,100.0,2.0,nuvens dispersas,sem chuva,5,0,9,0,0
246,None_Existent,44.5,1.2,87.0,DARK,19.0,1019.0,38.0,4.0,céu claro,sem chuva,2,2,9,0,0
247,Medium,40.3,22.9,82.3,LIGHT,13.0,1010.0,93.0,10.0,sem observação,chuva fraca,12,1,11,0,0
248,None_Existent,41.8,0.0,75.2,DARK,11.0,1023.0,87.0,2.0,nuvens dispersas,sem chuva,21,0,1,0,0
249,Medium,37.2,31.6,82.7,LIGHT,21.0,1023.0,77.0,1.0,nuvens quebradas,sem chuva,12,4,9,0,0
250,Very_High,47.7,83.9,75.8,LIGHT,19.0,1015.0,60.0,3.0,sem observação,sem chuva,8,0,9,0,1
251,Medium,34.4,36.0,78.2,LIGHT,22.0,1018.0,77.0,3.0,céu pouco nublado,sem chuva,15,3,6,0,0
252,Low,32.9,7.6,69.3,LIGHT,16.0,1014.0,93.0,7.0,nublado,sem chuva,19,1,5,0,1
253,Medium,36.7,19.2,77.6,LIGHT,23.0,1017.0,73.0,6.0,sem observação,sem chuva,14,5,6,1,0
254,None_Existent,42.8,0.0,85.9,DARK,17.0,1018.0,93.0,1.0,nuvens quebradas,sem chuva,3,0,9,0,0
255,None_Existent,41.9,0.0,74.2,DARK,13.0,1019.0,93.0,1.0,sem observação,chuva fraca,2,0,4,0,0
256,Medium,41.0,36.3,78.2,LIGHT,24.0,1020.0,57.0,2.0,sem observação,sem chuva,12,1,8,0,0
257,None_Existent,32.9,9.0,88.2,DARK,9.0,1024.0,76.0,1.0,céu claro,sem chuva,0,5,2,1,0
258,None_Existent,45.1,3.1,84.5,DARK,20.0,1016.0,68.0,5.0,céu claro,sem chuva,2,5,10,1,0
259,None_Existent,46.9,0.8,89.7,DARK,16.0,1018.0,100.0,0.0,sem observação,sem chuva,3,3,8,0,0
260,Low,41.6,17.4,96.4,LIGHT,21.0,1018.0,83.0,0.0,céu pouco nublado,sem chuva,9,5,8,1,1
261,None_Existent,46.5,1.4,86.5,DARK,13.0,1021.0,71.0,3.0,céu claro,sem chuva,0,6,10,1,0
262,None_Existent,39.9,0.0,80.3,DARK,8.0,1011.0,93.0,1.0,algumas nuvens,sem chuva,7,6,11,1,1
263,Medium,50.1,11.2,78.5,DARK,11.0,1029.0,100.0,1.0,céu pouco nublado,sem chuva,22,3,2,0,0
264,Low,52.2,1.5,69.5,DARK,8.0,1021.0,100.0,2.0,sem observação,sem chuva,5,1,1,0,0
265,None_Existent,39.0,1.2,69.0,LOW_LIGHT,11.0,1012.0,76.0,0.0,sem observação,sem chuva,6,5,5,1,0
266,Medium,44.9,9.8,66.3,DARK,13.0,1030.0,93.0,0.0,sem observação,sem chuva,7,3,12,0,1
267,High,36.8,70.2,78.8,LIGHT,17.0,1020.0,77.0,2.0,céu limpo,sem chuva,14,4,4,0,0
268,Medium,46.2,3.7,83.8,LOW_LIGHT,7.0,1014.0,100.0,3.0,nuvens dispersas,sem chuva,7,0,11,0,1
269,None_Existent,41.6,0.0,76.0,DARK,11.0,1022.0,81.0,3.0,nuvens dispersas,sem chuva,1,4,4,0,0
270,None_Existent,41.4,0.0,62.0,DARK,19.0,1016.0,93.0,2.0,céu pouco nublado,sem chuva,21,2,6,0,0
271,Low,47.0,5.0,80.8,DARK,8.0,1028.0,81.0,1.0,céu claro,sem chuva,3,6,2,1,0
272,Very_High,42.9,59.2,87.1,LIGHT,9.0,993.0,81.0,8.0,sem observação,chuva,10,4,2,0,0
273,Medium,38.5,29.2,87.0,DARK,18.0,1013.0,55.0,4.0,sem observação,sem chuva,21,5,6,1,0
274,High,39.7,103.6,80.6,LIGHT,22.0,1020.0,60.0,2.0,sem observação,sem chuva,11,1,8,0,0
275,Low,41.2,1.6,86.1,DARK,12.0,1024.0,76.0,2.0,céu claro,sem chuva,2,2,2,0,0
276,Low,44.3,12.4,95.3,LOW_LIGHT,14.0,1020.0,100.0,3.0,nuvens dispersas,sem chuva,6,6,8,1,0
277,Low,32.4,21.2,101.5,LIGHT,14.0,1022.0,62.0,2.0,sem observação,chuva fraca,13,0,3,0,0
278,None_Existent,40.1,0.0,90.7,DARK,16.0,1017.0,93.0,2.0,algumas nuvens,sem chuva,3,0,8,0,0
279,High,35.0,70.6,82.6,LIGHT,18.0,1015.0,59.0,6.0,nuvens dispersas,sem chuva,13,4,4,0,0
280,Low,38.6,2.4,71.7,LOW_LIGHT,15.0,1019.0,82.0,6.0,céu pouco nublado,sem chuva,20,0,6,0,0
281,Medium,33.1,27.5,92.7,LIGHT,10.0,1031.0,53.0,2.0,céu claro,sem chuva,12,0,2,0,0
282,None_Existent,41.9,5.0,86.6,DARK,16.0,1020.0,93.0,3.0,nuvens quebrados,sem chuva,2,2,8,0,0
283,High,36.4,65.3,78.7,LIGHT,29.0,1018.0,33.0,4.0,sem observação,sem chuva,15,3,9,0,0
284,Very_High,43.8,72.7,71.5,DARK,16.0,1013.0,82.0,2.0,sem observação,sem chuva,18,4,11,0,1
285,Low,40.3,4.8,60.4,DARK,15.0,1018.0,100.0,1.0,céu pouco nublado,sem chuva,1,4,6,0,0
286,Medium,34.6,23.3,76.9,LIGHT,17.0,1021.0,72.0,2.0,céu pouco nublado,sem chuva,11,6,6,1,0
287,Medium,40.6,19.0,89.2,LIGHT,19.0,1016.0,93.0,2.0,sem observação,sem chuva,10,0,8,0,0
288,Low,47.8,8.2,70.2,DARK,18.0,1015.0,82.0,3.0,sem observação,sem chuva,2,4,8,0,0
289,Very_High,44.3,159.3,77.5,LIGHT,20.0,1018.0,82.0,3.0,céu pouco nublado,sem chuva,9,0,9,0,1
290,Low,43.8,8.3,75.3,DARK,10.0,1032.0,100.0,0.0,sem observação,sem chuva,0,5,12,1,0
291,High,37.1,39.1,90.1,LIGHT,27.0,1020.0,26.0,2.0,céu claro,sem chuva,15,2,10,0,0
292,Medium,36.1,37.0,83.8,LIGHT,24.0,1017.0,68.0,4.0,céu pouco nublado,sem chuva,15,4,7,0,0
293,High,38.2,256.9,89.1,LIGHT,22.0,1022.0,68.0,7.0,sem observação,sem chuva,15,0,8,0,0
294,None_Existent,40.2,2.3,82.3,DARK,21.0,1017.0,73.0,2.0,sem observação,sem chuva,1,1,9,0,0
295,Medium,52.7,2.3,68.0,DARK,5.0,1021.0,100.0,2.0,sem observação,sem chuva,7,3,1,0,1
296,Low,34.3,17.5,90.9,LIGHT,10.0,1030.0,53.0,1.0,céu claro,sem chuva,13,6,2,1,0
297,Low,38.2,3.2,64.1,DARK,15.0,1018.0,93.0,1.0,nuvens quebradas,sem chuva,23,3,6,0,0
298,Low,45.3,13.9,81.3,DARK,14.0,1015.0,100.0,1.0,céu pouco nublado,sem chuva,5,6,8,1,0
299,None_Existent,37.7,1.5,66.0,DARK,9.0,1020.0,100.0,1.0,sem observação,sem chuva,5,0,6,0,0
300,High,36.8,69.3,89.8,LIGHT,23.0,1022.0,68.0,3.0,sem observação,sem chuva,12,1,8,0,0
301,Very_High,42.3,113.7,74.8,LIGHT,10.0,1014.0,93.0,4.0,sem observação,chuva moderada,9,4,11,0,1
302,Medium,43.2,21.6,76.7,LIGHT,19.0,1016.0,88.0,1.0,nuvens quebradas,sem chuva,10,6,8,1,0
303,Low,40.4,4.5,87.4,DARK,21.0,1014.0,83.0,0.0,céu claro,sem chuva,21,1,8,0,0
304,None_Existent,43.7,0.0,88.3,LIGHT,20.0,1018.0,72.0,3.0,nuvens quebrados,sem chuva,6,0,7,0,0
305,Very_High,44.8,101.5,77.2,LOW_LIGHT,17.0,1018.0,100.0,7.0,sem observação,chuva moderada,7,1,9,0,1
306,None_Existent,40.8,4.4,82.4,DARK,17.0,1019.0,93.0,2.0,céu claro,sem chuva,20,6,10,1,0
307,Medium,41.9,37.4,87.0,LIGHT,18.0,1016.0,93.0,2.0,sem observação,sem chuva,11,2,8,0,0
308,Low,42.7,20.7,81.7,DARK,17.0,1022.0,100.0,0.0,céu claro,sem chuva,23,4,9,0,0
309,None_Existent,43.8,0.8,80.9,DARK,17.0,1017.0,68.0,1.0,céu claro,sem chuva,5,6,10,1,0
310,Medium,48.1,5.5,75.5,DARK,3.0,1026.0,100.0,1.0,algumas nuvens,sem chuva,7,2,2,0,1
311,Low,37.8,2.8,65.8,LIGHT,11.0,1029.0,87.0,3.0,sem observação,sem chuva,8,5,4,1,1
312,Low,36.8,6.8,76.4,DARK,19.0,1016.0,100.0,1.0,nuvens quebradas,sem chuva,22,6,7,1,0
313,High,35.0,39.5,79.1,LIGHT,17.0,1016.0,67.0,7.0,céu limpo,sem chuva,16,1,4,0,0
314,High,40.8,42.1,91.7,DARK,13.0,1028.0,71.0,2.0,céu claro,sem chuva,18,1,2,0,1
315,None_Existent,44.4,2.4,74.2,DARK,11.0,1018.0,100.0,7.0,sem observação,sem chuva,4,1,4,0,0
316,None_Existent,44.9,0.0,84.0,DARK,15.0,1018.0,93.0,0.0,sem observação,sem chuva,6,2,9,0,0
317,Medium,36.4,25.0,96.7,LIGHT,28.0,1017.0,83.0,2.0,céu pouco nublado,sem chuva,13,0,7,0,0
318,Medium,41.8,7.8,65.8,LOW_LIGHT,16.0,1018.0,28.0,5.0,sem observação,sem chuva,6,0,5,0,0
319,None_Existent,42.8,0.0,71.5,DARK,13.0,1014.0,87.0,3.0,nublado,sem chuva,4,3,5,0,0
320,None_Existent,44.4,0.0,87.0,DARK,11.0,1019.0,81.0,5.0,nuvens dispersas,sem chuva,21,0,3,0,0
321,None_Existent,41.5,4.5,85.4,DARK,12.0,1020.0,100.0,1.0,céu pouco nublado,sem chuva,3,6,9,1,0
322,None_Existent,40.2,0.0,68.0,DARK,13.0,1015.0,100.0,2.0,céu pouco nublado,sem chuva,5,5,6,1,0
323,None_Existent,40.8,1.0,86.0,LOW_LIGHT,12.0,1014.0,87.0,5.0,nuvens quebrados,sem chuva,7,6,11,1,1
324,Low,34.6,9.6,75.5,DARK,21.0,1018.0,40.0,2.0,sem observação,sem chuva,23,4,9,0,0
325,Low,35.9,8.1,78.4,DARK,18.0,1015.0,93.0,4.0,sem observação,sem chuva,21,3,7,0,0
326,Medium,39.8,35.5,79.2,LIGHT,13.0,1021.0,93.0,2.0,sem observação,sem chuva,15,1,12,0,0
327,None_Existent,42.4,0.0,83.3,DARK,17.0,1013.0,100.0,5.0,nuvens quebradas,sem chuva,1,2,7,0,0
328,Low,37.9,15.8,88.8,LIGHT,16.0,1015.0,77.0,0.0,nuvens dispersas,sem chuva,11,4,10,0,0
329,None_Existent,45.5,0.0,86.2,DARK,19.0,1025.0,48.0,4.0,céu claro,sem chuva,3,2,10,0,0
330,Medium,37.5,16.0,81.4,LIGHT,21.0,1021.0,56.0,3.0,sem observação,sem chuva,11,6,5,1,0
331,High,36.8,65.0,91.5,LIGHT,21.0,1015.0,77.0,3.0,nuvens dispersas,sem chuva,17,2,8,0,1
332,Very_High,43.3,78.8,85.7,LIGHT,11.0,1018.0,62.0,1.0,céu claro,sem chuva,7,3,10,0,1
333,Medium,41.8,27.3,88.0,LIGHT,27.0,1019.0,42.0,5.0,sem observação,sem chuva,12,3,9,0,0
334,Medium,31.9,30.4,96.4,LIGHT,10.0,1018.0,93.0,3.0,nuvens dispersas,sem chuva,11,0,2,0,0
335,None_Existent,44.2,3.3,80.3,DARK,19.0,1018.0,49.0,5.0,sem observação,sem chuva,3,4,9,0,0
336,Low,46.7,18.4,89.5,DARK,19.0,1014.0,100.0,2.0,nuvens quebradas,sem chuva,3,6,8,1,0
337,Medium,35.3,28.5,87.7,LOW_LIGHT,15.0,1011.0,67.0,0.0,céu limpo,sem chuva,19,1,4,0,1
338,Medium,38.6,62.7,85.4,LIGHT,25.0,1022.0,44.0,8.0,sem observação,sem chuva,16,2,9,0,0
339,High,45.1,39.7,84.5,DARK,15.0,1013.0,87.0,6.0,sem observação,chuva moderada,18,2,10,0,1
340,Low,37.6,8.5,81.8,DARK,10.0,1024.0,87.0,3.0,céu claro,sem chuva,20,0,1,0,0
341,Low,38.9,15.5,88.4,DARK,19.0,1015.0,68.0,1.0,céu claro,sem chuva,21,4,8,0,0
342,None_Existent,41.9,0.0,74.3,DARK,13.0,1014.0,87.0,1.0,sem observação,sem chuva,2,6,5,1,0
343,None_Existent,38.7,0.0,65.7,DARK,8.0,1020.0,100.0,0.0,céu limpo,sem chuva,2,4,4,0,0
344,None_Existent,41.7,0.6,79.1,DARK,18.0,1017.0,100.0,0.0,sem observação,sem chuva,1,4,7,0,0
345,High,39.6,51.0,88.3,LIGHT,17.0,1022.0,100.0,1.0,nuvens dispersas,sem chuva,10,4,9,0,0
346,None_Existent,35.3,2.0,71.9,DARK,11.0,1015.0,93.0,5.0,sem observação,chuva fraca,5,2,6,0,0
347,None_Existent,43.1,7.7,86.9,DARK,16.0,1021.0,93.0,1.0,céu pouco nublado,sem chuva,1,6,8,1,0
348,Low,40.6,13.6,87.6,DARK,24.0,1014.0,61.0,2.0,céu claro,sem chuva,21,3,8,0,0
349,None_Existent,42.0,0.0,75.1,DARK,12.0,1018.0,100.0,2.0,sem observação,sem chuva,4,0,4,0,0
350,None_Existent,47.4,0.0,75.4,DARK,19.0,1024.0,72.0,2.0,sem observação,sem chuva,1,3,9,0,0
351,None_Existent,42.1,1.0,72.2,DARK,10.0,1001.0,62.0,4.0,nuvens quebradas,sem chuva,22,1,4,0,0
352,Very_High,41.7,110.1,75.2,LIGHT,11.0,1021.0,87.0,2.0,céu limpo,sem chuva,8,4,4,0,1
353,None_Existent,41.7,2.8,87.0,DARK,16.0,1016.0,100.0,1.0,céu pouco nublado,sem chuva,3,6,7,1,0
354,High,34.1,73.9,87.5,LIGHT,23.0,1017.0,94.0,4.0,nuvens quebradas,sem chuva,15,1,7,0,0
355,None_Existent,39.5,0.0,78.6,DARK,16.0,1017.0,93.0,2.0,nuvens dispersas,sem chuva,21,3,6,0,0
356,None_Existent,42.1,0.0,73.9,DARK,11.0,1019.0,100.0,7.0,céu pouco nublado,sem chuva,2,1,4,0,0
357,None_Existent,41.5,0.0,76.1,DARK,11.0,1016.0,87.0,0.0,céu limpo,sem chuva,2,1,4,0,0
358,Very_High,41.4,131.2,77.1,LIGHT,18.0,1013.0,100.0,1.0,nuvens quebradas,sem chuva,8,0,7,0,1
359,Medium,37.2,31.6,91.0,LIGHT,21.0,1017.0,83.0,5.0,nuvens dispersas,sem chuva,11,3,7,0,0
360,None_Existent,38.2,2.8,83.9,LIGHT,20.0,1015.0,77.0,2.0,céu claro,sem chuva,10,2,8,0,0
361,None_Existent,44.0,0.0,88.7,DARK,22.0,1014.0,78.0,1.0,céu claro,sem chuva,1,4,8,0,0
362,Medium,40.5,18.5,69.8,LIGHT,26.0,1017.0,44.0,4.0,sem observação,sem chuva,19,5,6,1,1
363,None_Existent,42.0,0.0,87.8,DARK,17.0,1018.0,93.0,4.0,sem observação,sem chuva,20,1,8,0,0
364,Medium,35.8,29.4,91.7,LIGHT,30.0,1014.0,69.0,3.0,sem observação,sem chuva,13,3,7,0,0
365,High,40.7,65.6,84.5,LIGHT,25.0,1014.0,77.0,3.0,sem observação,sem chuva,16,1,7,0,0
366,None_Existent,42.3,0.0,76.0,DARK,7.0,1031.0,100.0,0.0,sem observação,sem chuva,7,5,12,1,1
367,Medium,45.2,10.8,84.4,DARK,15.0,1013.0,100.0,10.0,sem observação,chuva fraca,22,4,11,0,0
368,Low,38.1,12.9,74.5,DARK,11.0,1002.0,81.0,4.0,céu pouco nublado,sem chuva,20,2,4,0,0
369,Low,37.4,19.0,88.4,LIGHT,14.0,1021.0,71.0,4.0,nuvens dispersas,sem chuva,12,0,11,0,0
370,None_Existent,37.9,3.6,73.7,DARK,15.0,1013.0,72.0,3.0,sem observação,sem chuva,22,0,6,0,0
371,Very_High,46.5,106.6,71.4,LOW_LIGHT,16.0,1013.0,93.0,0.0,nuvens quebradas,sem chuva,7,4,9,0,1
372,Medium,34.8,26.8,87.1,LIGHT,23.0,1015.0,83.0,5.0,nuvens dispersas,sem chuva,16,5,7,1,0
373,Medium,38.2,41.8,85.3,LIGHT,17.0,1022.0,88.0,1.0,nuvens quebradas,sem chuva,10,2,9,0,0
374,Medium,43.0,40.6,88.8,LOW_LIGHT,17.0,1015.0,82.0,2.0,céu claro,sem chuva,18,4,10,0,1
375,Low,38.8,3.2,57.5,DARK,18.0,1021.0,49.0,2.0,sem observação,sem chuva,3,3,5,0,0
376,None_Existent,42.1,0.0,75.1,DARK,2.0,1022.0,93.0,0.0,nuvens dispersas,sem chuva,5,4,1,0,0
377,Medium,40.9,14.8,74.0,LIGHT,14.0,1024.0,100.0,6.0,sem observação,sem chuva,11,0,12,0,0
378,Medium,34.2,35.9,92.5,LOW_LIGHT,12.0,1005.0,87.0,1.0,algumas nuvens,sem chuva,17,2,10,0,1
379,Low,40.0,7.7,87.9,LIGHT,25.0,1018.0,50.0,4.0,céu claro,sem chuva,13,6,10,1,0
380,Low,42.6,11.2,76.7,DARK,17.0,1013.0,93.0,1.0,sem observação,sem chuva,6,0,8,0,0
381,Low,45.6,12.4,84.1,LOW_LIGHT,12.0,1021.0,100.0,1.0,sem observação,sem chuva,6,1,8,0,0
382,None_Existent,44.7,1.3,81.8,DARK,17.0,1012.0,93.0,2.0,sem observação,trovoada com chuva leve,0,1,8,0,0
383,None_Existent,48.3,0.0,78.6,DARK,12.0,1020.0,100.0,1.0,nuvens dispersas,sem chuva,4,3,9,0,0
384,Medium,35.1,29.5,71.9,LIGHT,20.0,1021.0,60.0,2.0,sem observação,sem chuva,10,6,5,1,0
385,None_Existent,47.9,0.0,82.0,DARK,16.0,1017.0,100.0,1.0,sem observação,sem chuva,2,4,7,0,0
386,High,42.6,40.2,66.4,LIGHT,28.0,1019.0,30.0,7.0,sem observação,sem chuva,19,3,5,0,1
387,Low,45.2,12.4,72.3,LIGHT,26.0,1021.0,28.0,3.0,sem observação,sem chuva,13,2,5,0,0
388,None_Existent,43.2,2.0,69.7,DARK,16.0,1020.0,51.0,4.0,sem observação,sem chuva,2,2,5,0,0
389,Low,40.9,27.5,87.3,DARK,17.0,1013.0,93.0,2.0,céu claro,sem chuva,4,4,9,0,0
390,None_Existent,37.3,3.4,89.0,DARK,12.0,1027.0,62.0,2.0,céu claro,sem chuva,23,0,2,0,0
391,None_Existent,45.3,0.7,87.0,DARK,14.0,1015.0,100.0,1.0,nuvens dispersas,sem chuva,5,2,8,0,0
392,High,37.6,31.6,70.3,LIGHT,8.0,1023.0,66.0,3.0,sem observação,sem chuva,10,1,12,0,0
393,None_Existent,41.3,0.0,89.4,LOW_LIGHT,13.0,1019.0,100.0,8.0,sem observação,chuva fraca,8,6,2,1,1
394,Low,43.9,5.1,84.6,DARK,15.0,1018.0,100.0,3.0,nuvens quebrados,sem chuva,1,5,9,1,0
395,None_Existent,39.9,0.0,77.7,LIGHT,10.0,1019.0,87.0,3.0,céu limpo,sem chuva,6,5,4,1,0
396,Medium,40.4,10.9,80.2,LIGHT,24.0,1019.0,77.0,4.0,sem observação,sem chuva,12,6,7,1,0
397,Medium,45.9,15.5,85.1,LIGHT,27.0,1017.0,42.0,3.0,sem observação,sem chuva,13,6,9,1,0
398,Very_High,43.2,77.5,70.7,LIGHT,21.0,1017.0,72.0,3.0,céu pouco nublado,sem chuva,17,0,6,0,1
399,None_Existent,40.1,0.0,66.7,LIGHT,15.0,1016.0,93.0,3.0,nuvens quebradas,sem chuva,8,3,6,0,1
400,Medium,37.0,21.5,90.6,LIGHT,21.0,1017.0,64.0,1.0,céu claro,sem chuva,10,4,8,0,0
401,Medium,42.5,16.4,86.9,LIGHT,14.0,1022.0,100.0,1.0,sem observação,sem chuva,7,0,9,0,1
402,Low,40.4,8.3,88.3,DARK,17.0,1018.0,100.0,1.0,sem observação,sem chuva,23,2,8,0,0
403,None_Existent,41.8,0.0,75.1,DARK,7.0,1024.0,100.0,4.0,nuvens dispersas,sem chuva,3,5,12,1,0
404,Medium,51.2,5.0,75.1,DARK,19.0,1015.0,100.0,2.0,sem observação,sem chuva,1,2,7,0,0
405,Very_High,47.5,95.7,73.1,LOW_LIGHT,13.0,1014.0,100.0,1.0,sem observação,sem chuva,7,4,10,0,1
406,Medium,36.3,25.9,88.5,LIGHT,17.0,1022.0,100.0,1.0,céu pouco nublado,sem chuva,11,5,9,1,0
407,Low,35.6,2.3,85.3,DARK,18.0,1014.0,88.0,4.0,sem observação,sem chuva,0,2,7,0,0
408,None_Existent,44.6,0.7,68.4,DARK,15.0,1024.0,87.0,6.0,nuvens quebrados,sem chuva,23,6,12,1,0
409,Medium,36.3,25.3,70.1,LIGHT,24.0,1019.0,73.0,3.0,céu pouco nublado,sem chuva,14,0,7,0,0
410,None_Existent,41.1,0.0,71.3,DARK,11.0,1022.0,100.0,1.0,sem observação,sem chuva,5,6,4,1,0
411,High,40.0,78.7,80.1,LIGHT,26.0,1017.0,60.0,6.0,sem observação,sem chuva,18,1,8,0,1
412,Medium,39.4,61.8,85.1,LIGHT,23.0,1018.0,83.0,2.0,céu pouco nublado,sem chuva,14,0,9,0,0
413,Medium,41.4,24.8,90.7,DARK,16.0,1018.0,93.0,0.0,céu claro,sem chuva,23,5,7,1,0
414,Medium,40.5,32.8,88.3,LIGHT,28.0,1020.0,14.0,4.0,céu claro,sem chuva,15,1,10,0,0
415,None_Existent,44.5,0.0,85.0,DARK,16.0,1012.0,100.0,1.0,algumas nuvens,sem chuva,5,1,9,0,0
416,High,33.5,50.1,76.7,LIGHT,17.0,1018.0,63.0,3.0,céu pouco nublado,sem chuva,15,2,6,0,0
417,High,44.7,34.1,85.7,LIGHT,26.0,1015.0,39.0,4.0,céu claro,sem chuva,18,4,8,0,1
418,Low,46.1,12.9,85.8,DARK,15.0,1018.0,100.0,2.0,sem observação,sem chuva,1,1,8,0,0
419,Low,42.2,11.8,89.3,DARK,18.0,1019.0,100.0,4.0,sem observação,sem chuva,23,4,8,0,0
420,Low,44.1,6.3,72.3,DARK,17.0,1016.0,100.0,3.0,sem observação,sem chuva,22,1,9,0,0
421,None_Existent,45.1,0.0,88.8,LIGHT,18.0,1013.0,68.0,3.0,nuvens dispersas,sem chuva,7,5,9,1,1
422,None_Existent,44.6,2.1,75.8,DARK,13.0,1014.0,76.0,3.0,sem observação,sem chuva,1,5,10,1,0
423,High,37.3,43.3,90.3,LIGHT,20.0,1012.0,82.0,3.0,algumas nuvens,sem chuva,17,1,9,0,1
424,Very_High,44.5,65.8,81.3,LOW_LIGHT,17.0,1016.0,100.0,0.0,sem observação,sem chuva,7,1,9,0,1
425,Medium,34.9,19.1,81.6,LIGHT,18.0,1021.0,63.0,5.0,sem observação,sem chuva,13,5,6,1,0
426,None_Existent,41.3,0.0,86.6,DARK,10.0,1028.0,58.0,5.0,céu claro,sem chuva,4,0,2,0,0
427,High,41.9,37.9,86.6,LIGHT,20.0,1020.0,73.0,2.0,céu claro,sem chuva,14,3,9,0,0
428,Low,48.6,18.7,80.7,DARK,18.0,1014.0,100.0,3.0,nuvens quebradas,sem chuva,5,6,8,1,0
429,None_Existent,33.7,5.5,93.3,LIGHT,13.0,1021.0,76.0,3.0,sem observação,sem chuva,10,6,2,1,0
430,None_Existent,37.4,0.0,94.4,DARK,10.0,1017.0,93.0,0.0,céu claro,sem chuva,2,4,10,0,0
431,None_Existent,45.8,1.5,90.2,DARK,17.0,1013.0,93.0,3.0,sem observação,sem chuva,6,1,8,0,0
432,None_Existent,39.6,6.0,88.2,DARK,17.0,1013.0,88.0,3.0,nuvens quebradas,sem chuva,1,3,7,0,0
433,High,34.9,78.7,91.2,LIGHT,23.0,1016.0,69.0,4.0,algumas nuvens,sem chuva,16,2,8,0,0
434,Low,41.1,9.3,83.3,LIGHT,22.0,1019.0,69.0,5.0,nuvens dispersas,sem chuva,13,1,7,0,0
